column_1,column_2,column_3,column_4
meta-llama/Llama-3.2-1B,"By 1958, weather", had,"[('was', 9.90902328491211, 0.5674683354786896), ('will', 4.720735549926758, 0.003167356145194955), ('is', 9.6173095703125, 0.4238888339120315), ('were', 5.25177001953125, 0.005386693177103377), ('are', 1.1462589502334595, 8.878128698046819e-05)]"
meta-llama/Llama-3.2-1B,"By 1959, weather", had,"[('was', 9.745168685913086, 0.5417139169842259), ('will', 4.646577835083008, 0.003307349729829432), ('is', 9.557474136352539, 0.44900924785368596), ('were', 5.219694137573242, 0.005866530983563947), ('are', 1.1769620180130005, 0.00010295444869482269)]"
meta-llama/Llama-3.2-1B,"By 1960, weather", had,"[('was', 9.862606048583984, 0.5739325289673461), ('will', 4.546325206756592, 0.0028185737715124707), ('is', 9.539989471435547, 0.4156714925419293), ('were', 5.520994663238525, 0.007470040783079281), ('are', 1.2785632610321045, 0.00010736393613285932)]"
meta-llama/Llama-3.2-1B,"By 1961, weather", had,"[('was', 9.880701065063477, 0.5805073426915731), ('will', 4.828047752380371, 0.0037108061246310634), ('is', 9.530097961425781, 0.4088299691797707), ('were', 5.440668106079102, 0.006847403237478647), ('are', 1.258027195930481, 0.00010447876654646977)]"
meta-llama/Llama-3.2-1B,"By 1962, weather", had,"[('was', 9.929929733276367, 0.5946586534216769), ('will', 4.753891468048096, 0.0033600279216821), ('is', 9.521224975585938, 0.39515685664375666), ('were', 5.446868896484375, 0.006718915196429993), ('are', 1.2933415174484253, 0.00010554681645452185)]"
meta-llama/Llama-3.2-1B,"By 1963, weather", had,"[('was', 9.679861068725586, 0.5687470533641117), ('will', 4.466650009155273, 0.0030963522645152896), ('is', 9.380084037780762, 0.42143213594133), ('were', 5.225821018218994, 0.00661537006191773), ('are', 1.1208282709121704, 0.00010908836812535364)]"
meta-llama/Llama-3.2-1B,"By 1964, weather", had,"[('was', 9.749435424804688, 0.5717338414140942), ('will', 4.5685529708862305, 0.003214883488155666), ('is', 9.436081886291504, 0.41793254017619885), ('were', 5.346758842468262, 0.0070006079027799045), ('are', 1.264767050743103, 0.00011812701877137407)]"
meta-llama/Llama-3.2-1B,"By 1965, weather", had,"[('was', 9.877894401550293, 0.5962325433728702), ('will', 4.693550109863281, 0.003341054489983589), ('is', 9.46417236328125, 0.39421984114674596), ('were', 5.295104026794434, 0.00609726548580695), ('are', 1.2735636234283447, 0.00010929550459324111)]"
meta-llama/Llama-3.2-1B,"By 1966, weather", had,"[('was', 9.87321662902832, 0.5850631854070725), ('will', 4.74569034576416, 0.003470135240400029), ('is', 9.506034851074219, 0.4052637431003065), ('were', 5.30906867980957, 0.006095628661516521), ('are', 1.2694408893585205, 0.00010730759070458352)]"
meta-llama/Llama-3.2-1B,"By 1967, weather", had,"[('was', 9.872920036315918, 0.6068476010867802), ('will', 4.662051677703857, 0.0033115267336210506), ('is', 9.415169715881348, 0.3839557724534626), ('were', 5.219171524047852, 0.005780725409704851), ('are', 1.2048707008361816, 0.00010437431643136545)]"
meta-llama/Llama-3.2-1B,"By 1968, weather", had,"[('was', 9.795884132385254, 0.6230388522801569), ('will', 4.657174110412598, 0.003654279176721192), ('is', 9.265851974487305, 0.36671197187901455), ('were', 5.230701446533203, 0.006484574445131474), ('are', 1.1569253206253052, 0.00011032221897569666)]"
meta-llama/Llama-3.2-1B,"By 1969, weather", had,"[('was', 9.474985122680664, 0.571781511317508), ('will', 4.5042595863342285, 0.003967084368314625), ('is', 9.159448623657227, 0.41705597531719113), ('were', 5.080166339874268, 0.007056422269622819), ('are', 1.152995228767395, 0.0001390067273633721)]"
meta-llama/Llama-3.2-1B,"By 1970, weather", had,"[('was', 9.757220268249512, 0.5780323432744557), ('will', 4.4533772468566895, 0.0028742357215792978), ('is', 9.416705131530762, 0.411214381342085), ('were', 5.442983627319336, 0.007732198112250353), ('are', 1.4791892766952515, 0.0001468415496295386)]"
meta-llama/Llama-3.2-1B,"By 1971, weather", had,"[('was', 9.92040729522705, 0.582754675107135), ('will', 4.802419185638428, 0.003489568853092015), ('is', 9.561603546142578, 0.4070607964406764), ('were', 5.4330902099609375, 0.006556449456923736), ('are', 1.575829267501831, 0.000138510142173034)]"
meta-llama/Llama-3.2-1B,"By 1972, weather", had,"[('was', 9.698596000671387, 0.5727745548997439), ('will', 4.570223331451416, 0.0033943745700036323), ('is', 9.378152847290039, 0.4157354161172487), ('were', 5.418117046356201, 0.00792492802761107), ('are', 1.5804107189178467, 0.0001707263853927774)]"
meta-llama/Llama-3.2-1B,"By 1973, weather", had,"[('was', 9.816776275634766, 0.5821411528471739), ('will', 4.591890335083008, 0.0031324862190696768), ('is', 9.459004402160645, 0.40705205458874555), ('were', 5.467249870300293, 0.007517145992540579), ('are', 1.5995746850967407, 0.00015716035247015717)]"
meta-llama/Llama-3.2-1B,"By 1974, weather", had,"[('was', 9.86700439453125, 0.5689765995238372), ('will', 4.674816608428955, 0.0031634130427692026), ('is', 9.565288543701172, 0.4207856069546471), ('were', 5.457032203674316, 0.006916204363803172), ('are', 1.6791188716888428, 0.0001581761149431675)]"
meta-llama/Llama-3.2-1B,"By 1975, weather", had,"[('was', 9.911865234375, 0.5846113576810287), ('will', 4.778964519500732, 0.003448869739879439), ('is', 9.543493270874023, 0.40446908953883093), ('were', 5.52981424331665, 0.00730746398544301), ('are', 1.7282558679580688, 0.00016321905481792826)]"
meta-llama/Llama-3.2-1B,"By 1976, weather", had,"[('was', 9.818938255310059, 0.5602466919124154), ('will', 4.821504592895508, 0.003784612657986729), ('is', 9.549022674560547, 0.4277169423956496), ('were', 5.579704284667969, 0.008077991277517998), ('are', 1.7404909133911133, 0.00017376175643020895)]"
meta-llama/Llama-3.2-1B,"By 1977, weather", had,"[('was', 9.87621784210205, 0.5775907802159238), ('will', 4.729987621307373, 0.0033623340966567336), ('is', 9.534687995910645, 0.4104835188122147), ('were', 5.643367290496826, 0.008381400910526195), ('are', 1.813416600227356, 0.00018196596467865355)]"
meta-llama/Llama-3.2-1B,"By 1978, weather", had,"[('was', 9.926162719726562, 0.5636547186301627), ('will', 4.800113677978516, 0.003348099332083174), ('is', 9.645450592041016, 0.4256978129703778), ('were', 5.557268142700195, 0.007138818496583821), ('are', 1.762574553489685, 0.00016055057079253124)]"
meta-llama/Llama-3.2-1B,"By 1979, weather", had,"[('was', 9.842994689941406, 0.5719226708526267), ('will', 4.897246360778809, 0.0040684230292096415), ('is', 9.523194313049316, 0.4153840086911915), ('were', 5.62659215927124, 0.00843678456876417), ('are', 1.8232777118682861, 0.00018811285820788618)]"
meta-llama/Llama-3.2-1B,"By 1980, weather", had,"[('was', 9.918404579162598, 0.5403320945636587), ('will', 4.848660945892334, 0.003395463605936556), ('is', 9.72570514678955, 0.44562799323779595), ('were', 5.968200206756592, 0.010401807280866055), ('are', 2.210049629211426, 0.00024264131174276733)]"
meta-llama/Llama-3.2-1B,"By 1981, weather", had,"[('was', 9.899593353271484, 0.5522947439366175), ('will', 4.876309394836426, 0.0036356863191940054), ('is', 9.656547546386719, 0.43312919412174333), ('were', 5.954546928405762, 0.010687078932031845), ('are', 2.212317705154419, 0.0002532966904133091)]"
meta-llama/Llama-3.2-1B,"By 1982, weather", had,"[('was', 9.889795303344727, 0.5602448616557932), ('will', 4.804841995239258, 0.003467454089932736), ('is', 9.614112854003906, 0.42525606432169855), ('were', 5.938430309295654, 0.01077263311188464), ('are', 2.2104432582855225, 0.00025898682069094435)]"
meta-llama/Llama-3.2-1B,"By 1983, weather", had,"[('was', 9.84589958190918, 0.5445620537114422), ('will', 4.816201686859131, 0.0035618640073512915), ('is', 9.63517951965332, 0.44109569095416007), ('were', 5.900096893310547, 0.010529482839233563), ('are', 2.163250684738159, 0.00025090848781305475)]"
meta-llama/Llama-3.2-1B,"By 1984, weather", had,"[('was', 9.972407341003418, 0.5523605898453813), ('will', 5.059664726257324, 0.004061118631788045), ('is', 9.729202270507812, 0.4331118483767422), ('were', 5.98220682144165, 0.010216464196864708), ('are', 2.2718276977539062, 0.00024997894922406994)]"
meta-llama/Llama-3.2-1B,"By 1985, weather", had,"[('was', 9.910054206848145, 0.5334006816522783), ('will', 4.926528453826904, 0.0036537247863650604), ('is', 9.745758056640625, 0.4525855198732508), ('were', 5.943385601043701, 0.010100695510286724), ('are', 2.281313180923462, 0.00025937817781916407)]"
meta-llama/Llama-3.2-1B,"By 1986, weather", had,"[('was', 9.93673324584961, 0.5371577244353776), ('will', 4.9339728355407715, 0.0036093631899448806), ('is', 9.756905555725098, 0.44874916330133535), ('were', 5.975024223327637, 0.01022241382097821), ('are', 2.30849027633667, 0.00026133525236399273)]"
meta-llama/Llama-3.2-1B,"By 1987, weather", had,"[('was', 9.969158172607422, 0.5591145006492759), ('will', 4.937891006469727, 0.0036513140527526123), ('is', 9.697107315063477, 0.42594210183674847), ('were', 6.04190731048584, 0.011013297664386874), ('are', 2.365492343902588, 0.0002787857968361724)]"
meta-llama/Llama-3.2-1B,"By 1988, weather", had,"[('was', 10.002439498901367, 0.538785564442037), ('will', 5.167062759399414, 0.004279948225277261), ('is', 9.815132141113281, 0.4467549769554209), ('were', 6.0066728591918945, 0.009910066041186305), ('are', 2.401728391647339, 0.0002694443360785987)]"
meta-llama/Llama-3.2-1B,"By 1989, weather", had,"[('was', 10.05086898803711, 0.5929163428863388), ('will', 5.103060245513916, 0.00420908200198263), ('is', 9.634214401245117, 0.3908792652845507), ('were', 6.125801086425781, 0.01170464080365297), ('are', 2.4302456378936768, 0.0002906690234750854)]"
meta-llama/Llama-3.2-1B,"By 1990, weather", had,"[('was', 10.217442512512207, 0.5527613865783813), ('will', 5.115758895874023, 0.0033643769931389184), ('is', 9.969274520874023, 0.4312803866919525), ('were', 6.410855293273926, 0.012284510995287904), ('are', 2.7291977405548096, 0.00030933874123949934)]"
meta-llama/Llama-3.2-1B,"By 1991, weather", had,"[('was', 10.275887489318848, 0.5670320709594069), ('will', 5.24191427230835, 0.0036930129690479685), ('is', 9.96672248840332, 0.4162353576051061), ('were', 6.478273391723633, 0.012715246269015977), ('are', 2.8094229698181152, 0.000324312197423141)]"
meta-llama/Llama-3.2-1B,"By 1992, weather", had,"[('was', 10.186960220336914, 0.5435811001562635), ('will', 5.273367881774902, 0.0039931746860112985), ('is', 9.974169731140137, 0.43939044956939327), ('were', 6.4307861328125, 0.012705117006620964), ('are', 2.7805991172790527, 0.00033015858171098254)]"
meta-llama/Llama-3.2-1B,"By 1993, weather", had,"[('was', 10.15272331237793, 0.5207680128480796), ('will', 5.236217498779297, 0.003814459038588628), ('is', 10.034819602966309, 0.46284904320707676), ('were', 6.402765274047852, 0.012247803703613596), ('are', 2.760110855102539, 0.00032068120264127427)]"
meta-llama/Llama-3.2-1B,"By 1994, weather", had,"[('was', 10.223417282104492, 0.5405553865432554), ('will', 5.2833170890808105, 0.003867069215940013), ('is', 10.026836395263672, 0.44408510312891886), ('were', 6.34561824798584, 0.011187511040950773), ('are', 2.743147373199463, 0.0003049300709350267)]"
meta-llama/Llama-3.2-1B,"By 1995, weather", had,"[('was', 10.159164428710938, 0.4906232191643235), ('will', 5.4097900390625, 0.004247378924992136), ('is', 10.16598129272461, 0.4939791564195153), ('were', 6.346193313598633, 0.010834173415302998), ('are', 2.8117029666900635, 0.0003160720758660884)]"
meta-llama/Llama-3.2-1B,"By 1996, weather", had,"[('was', 10.14672565460205, 0.47521440851589186), ('will', 5.4618120193481445, 0.0043879074618857344), ('is', 10.214298248291016, 0.5084356619078634), ('were', 6.4350361824035645, 0.011612436273112132), ('are', 2.9319534301757812, 0.0003495858412469667)]"
meta-llama/Llama-3.2-1B,"By 1997, weather", had,"[('was', 10.24138355255127, 0.4907175291794748), ('will', 5.5627312660217285, 0.004559515549470725), ('is', 10.245368957519531, 0.49267713958502196), ('were', 6.505153179168701, 0.011700578580178374), ('are', 2.9819910526275635, 0.00034523710585411993)]"
meta-llama/Llama-3.2-1B,"By 1998, weather", had,"[('was', 10.236909866333008, 0.481026676287804), ('will', 5.572822570800781, 0.004535046935345044), ('is', 10.28431510925293, 0.5043790009813612), ('were', 6.338993072509766, 0.00975720449595113), ('are', 2.8638949394226074, 0.00030207129953869116)]"
meta-llama/Llama-3.2-1B,"By 1999, weather", had,"[('was', 10.223995208740234, 0.49183201183674374), ('will', 5.617763519287109, 0.004913102074495441), ('is', 10.221382141113281, 0.4905484992116903), ('were', 6.539383888244629, 0.012348392570113388), ('are', 2.998619794845581, 0.00035799430695713716)]"
meta-llama/Llama-3.2-1B,"By 2000, weather", satellites,"[('was', 9.906610488891602, 0.3262439083806674), ('will', 6.541480541229248, 0.011274182071053932), ('is', 10.602812767028809, 0.6544842788499086), ('were', 6.1383280754089355, 0.007533523595641305), ('are', 3.351325273513794, 0.0004641071027287659)]"
meta-llama/Llama-3.2-1B,"By 2001, weather", satellites,"[('was', 10.182647705078125, 0.36123733270730896), ('will', 6.601424694061279, 0.010057435006463666), ('is', 10.719152450561523, 0.6177228654678752), ('were', 6.641012191772461, 0.010463569578713467), ('are', 3.6368703842163086, 0.0005187972396384545)]"
meta-llama/Llama-3.2-1B,"By 2002, weather", had,"[('was', 10.137504577636719, 0.3598712338372509), ('will', 6.523769855499268, 0.009698891120915282), ('is', 10.684380531311035, 0.6218023253686495), ('were', 6.354865074157715, 0.008191579858695737), ('are', 3.4215760231018066, 0.0004359698144885318)]"
meta-llama/Llama-3.2-1B,"By 2003, weather", had,"[('was', 10.106200218200684, 0.3503432190400578), ('will', 6.466959476470947, 0.00920431649335645), ('is', 10.696529388427734, 0.6322231833623788), ('were', 6.298332691192627, 0.007776028815161308), ('are', 3.4559805393218994, 0.0004532522890457257)]"
meta-llama/Llama-3.2-1B,"By 2004, weather", had,"[('was', 10.104612350463867, 0.33387764400983105), ('will', 6.527913570404053, 0.009337847922113427), ('is', 10.770574569702148, 0.6498469085216387), ('were', 6.1693220138549805, 0.006523977617446814), ('are', 3.4110348224639893, 0.00041362192896990797)]"
meta-llama/Llama-3.2-1B,"By 2005, weather", had,"[('was', 10.017208099365234, 0.28514497005255507), ('will', 7.147090911865234, 0.016165519213835446), ('is', 10.904901504516602, 0.6927651985481255), ('were', 6.070224285125732, 0.005506966370355697), ('are', 3.490370273590088, 0.00041734581512851076)]"
meta-llama/Llama-3.2-1B,"By 2006, weather", had,"[('was', 10.064027786254883, 0.29416876781293877), ('will', 6.849791049957275, 0.011821464524245054), ('is', 10.914044380187988, 0.6882624524348258), ('were', 6.054612159729004, 0.0053373966549382056), ('are', 3.488077402114868, 0.00040991857305229594)]"
meta-llama/Llama-3.2-1B,"By 2007, weather", conditions,"[('was', 9.947341918945312, 0.2742066493264074), ('will', 7.2548065185546875, 0.018566272279437572), ('is', 10.88680362701416, 0.7015861672216958), ('were', 5.984076023101807, 0.005210188944802134), ('are', 3.4911680221557617, 0.00043072222765704944)]"
meta-llama/Llama-3.2-1B,"By 2008, weather", conditions,"[('was', 9.918865203857422, 0.2682749697176975), ('will', 7.508723258972168, 0.02409177548453285), ('is', 10.882286071777344, 0.703053737296089), ('were', 5.766156196594238, 0.004217756930478429), ('are', 3.310080051422119, 0.0003617605712023144)]"
meta-llama/Llama-3.2-1B,"By 2009, weather", conditions,"[('was', 9.800050735473633, 0.2352069902121558), ('will', 7.813572883605957, 0.03226516237780036), ('is', 10.930237770080566, 0.7282562445083526), ('were', 5.692366600036621, 0.0038681710577450263), ('are', 3.4318370819091797, 0.0004034318439464887)]"
meta-llama/Llama-3.2-1B,"By 2010, weather",-related,"[('was', 9.535825729370117, 0.1408282198220767), ('will', 9.514774322509766, 0.1378945746869823), ('is', 11.166275024414062, 0.7190926029797683), ('were', 5.2002363204956055, 0.0018440263961367897), ('are', 3.5111682415008545, 0.0003405761150358657)]"
meta-llama/Llama-3.2-1B,"By 2011, weather",-related,"[('was', 9.56392765045166, 0.13730634960182936), ('will', 9.544881820678711, 0.13471598238984642), ('is', 11.229002952575684, 0.725811152176316), ('were', 5.246415138244629, 0.0018307066606704817), ('are', 3.5505008697509766, 0.0003358091713377527)]"
